@RELATION emotionModels/knn_big4_1.0
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {HighControl_NegValence,HighControl_PosValence,LowControl_NegValence,LowControl_PosValence}

@DATA
0.028884,0.075615,3.202277,0.092930,0.158211,0.034269,0.029707,0.038122,-26.029585,1.965455,-1.781452,-0.609158,-0.435842,-0.066306,0.376117,0.170808,-0.120771,-0.163658,-0.005362,0.125082,-0.018927,0.009078,0.015311,0.028476,0.009165,0.062313,0.012116,0.015100,0.022113,0.005988,0.017357,0.003194,0.002488,0.046450,0.000074,0.000028,0.001044,-0.000263,-0.000405,-0.000058,0.000016,0.000076,0.019172,0.004552,-0.007222,-0.005305,-0.001735,0.000666,0.001429,0.001032,-0.001342,-0.002666,0.000164,0.001626,0.000043,-0.000002,0.000000,-0.000089,0.000002,0.000777,0.000005,-0.001514,0.000001,-0.000000,-0.000002,-0.000011,0.000000,-0.000202,0.007280,0.040242,0.301093,0.031446,0.046901,0.031825,0.037472,0.007672,2.262546,0.660897,0.464248,0.369741,0.326881,0.286857,0.292884,0.345530,0.355676,0.312890,0.318103,0.251285,0.163224,0.009433,0.018436,0.027715,0.012873,0.033515,0.014235,0.025536,0.025410,0.010131,0.017780,0.005164,0.004322,0.015818,0.008564,0.027680,0.365865,0.042343,0.064010,0.038630,0.045111,0.007285,2.323704,0.856246,0.529701,0.438073,0.333619,0.304821,0.281489,0.302915,0.280223,0.320489,0.248602,0.234078,0.148281,0.008836,0.013268,0.022850,0.014555,0.031160,0.014144,0.030829,0.023357,0.009890,0.011527,0.005240,0.004809,0.019597,240.000000,0.082725,HighControl_PosValence
0.024333,0.083176,3.180988,0.097045,0.168808,0.034831,0.028183,0.031838,-25.623352,2.289611,-1.516377,-0.807519,-0.389195,-0.219310,0.018335,0.278448,0.097303,0.074046,-0.150537,0.021520,-0.077528,0.024838,0.031191,0.036365,0.007866,0.027098,0.003386,0.009691,0.019846,0.005933,0.017410,0.003761,0.009282,0.041325,0.000053,0.000005,0.000488,-0.000887,-0.001041,-0.000257,0.000011,-0.000046,0.026514,0.018331,-0.002631,-0.003016,-0.001903,0.001775,-0.000044,-0.001137,0.001751,0.002108,-0.002847,-0.002822,0.001311,0.000236,0.000255,-0.000006,0.000005,-0.000395,0.000004,-0.000016,-0.000000,0.000004,0.000011,0.000018,0.000034,-0.000022,0.004226,0.043337,0.333436,0.032425,0.044550,0.039318,0.032497,0.007128,2.225251,0.697347,0.382488,0.376166,0.281656,0.258993,0.270829,0.296924,0.253904,0.328071,0.282099,0.204446,0.150711,0.014579,0.018906,0.040041,0.012538,0.029322,0.007573,0.019027,0.020856,0.007716,0.015880,0.005321,0.009293,0.014490,0.004418,0.031256,0.397527,0.042795,0.059683,0.049994,0.039394,0.006235,2.309705,0.876619,0.436085,0.436264,0.306229,0.300098,0.266211,0.289227,0.262065,0.315550,0.258048,0.196222,0.170785,0.015114,0.017600,0.026855,0.015713,0.022083,0.010094,0.025008,0.020383,0.009944,0.015163,0.006256,0.008601,0.017693,171.428571,0.074856,HighControl_PosValence
0.012409,0.018937,3.122019,0.071522,0.155955,0.015374,0.006533,0.016468,-27.552871,4.355063,0.296639,0.521418,-0.143379,-0.091995,-0.079559,0.039990,0.038399,-0.019749,-0.072050,-0.032615,-0.105867,0.034662,0.006726,0.090493,0.007553,0.032005,0.009504,0.032935,0.000613,0.032190,0.016635,0.016552,0.003551,0.037645,-0.000027,0.000000,0.000555,-0.000270,-0.000350,-0.000216,0.000049,0.000003,0.024840,0.000859,-0.000416,-0.000582,-0.001621,0.001189,0.002375,0.001365,-0.000100,-0.000607,-0.000404,-0.000653,-0.000835,0.000089,0.000034,0.000475,-0.000047,-0.000133,-0.000204,-0.000105,0.000001,-0.000051,-0.000024,-0.000036,-0.000005,0.000101,0.001990,0.010483,0.155031,0.031257,0.046986,0.017011,0.005178,0.002009,1.615693,0.670898,0.276987,0.276170,0.190989,0.188289,0.184530,0.152666,0.161077,0.169401,0.143212,0.163607,0.154249,0.024885,0.004893,0.038917,0.007648,0.019734,0.009664,0.017369,0.000546,0.021668,0.008908,0.011611,0.003751,0.006445,0.002161,0.007249,0.203753,0.040127,0.060006,0.022618,0.006352,0.002236,1.331258,0.876259,0.349447,0.322845,0.226601,0.222342,0.223042,0.177858,0.200675,0.196423,0.176131,0.181782,0.177360,0.020259,0.004117,0.029282,0.007165,0.012736,0.008502,0.014964,0.000630,0.019155,0.010472,0.011657,0.003871,0.006441,200.000000,0.104348,HighControl_PosValence
0.036610,0.019119,3.238248,0.103325,0.161732,0.040565,0.026125,0.039302,-28.675804,0.978406,-2.287150,-0.145435,0.282378,0.202045,0.006561,-0.127967,-0.015632,0.064141,-0.041967,-0.014002,0.015400,0.038128,0.002774,0.035124,0.003122,0.003457,0.012663,0.007710,0.033517,0.004731,0.007372,0.027037,0.003181,0.038275,0.000015,0.000000,0.001180,-0.000509,-0.000508,-0.000697,0.000023,0.000039,0.005887,0.003210,-0.005088,-0.000814,-0.000217,0.002777,0.002768,-0.001454,-0.002113,0.000063,-0.000329,0.000267,0.001508,-0.000009,-0.000003,-0.000166,0.000010,-0.000001,0.000004,-0.000472,-0.000034,0.000002,-0.000006,-0.000028,-0.000003,-0.000144,0.003656,0.014277,0.221341,0.029897,0.044425,0.026561,0.038220,0.003915,1.963436,0.744366,0.412012,0.311306,0.245804,0.253816,0.265606,0.258862,0.248202,0.219895,0.214775,0.174210,0.138442,0.026054,0.004979,0.029985,0.006007,0.007000,0.008814,0.013250,0.021316,0.006033,0.008826,0.025270,0.007698,0.015848,0.003910,0.009606,0.270917,0.040703,0.060595,0.028985,0.044963,0.002883,2.056738,1.016345,0.531494,0.356940,0.293259,0.314124,0.286707,0.282130,0.263809,0.254283,0.210523,0.181719,0.176073,0.020998,0.007085,0.024187,0.007755,0.008575,0.008124,0.017329,0.016625,0.008850,0.009837,0.016490,0.010731,0.017911,240.000000,0.112961,HighControl_PosValence
0.027727,0.024994,3.204332,0.099324,0.170566,0.042824,0.017441,0.035097,-27.635614,2.307325,-1.621407,-0.734983,-0.295313,-0.310188,-0.024413,0.280599,-0.042740,0.134292,-0.082473,0.034883,-0.045937,0.014183,0.022058,0.032742,0.013694,0.027818,0.004009,0.019641,0.009003,0.009638,0.021325,0.008639,0.015950,0.040738,-0.000083,0.000000,0.000846,-0.000344,-0.000273,-0.000258,0.000001,0.000061,0.017965,0.001973,-0.003332,-0.001490,-0.001413,-0.001300,-0.000559,0.000380,0.001066,0.000728,-0.001213,-0.000630,0.000212,0.000075,0.000172,-0.000007,0.000002,-0.000208,0.000001,-0.000140,0.000000,0.000001,0.000002,0.000002,0.000011,-0.000017,0.005746,0.017857,0.272665,0.032685,0.044404,0.035454,0.023822,0.005578,2.601937,0.675886,0.437016,0.402149,0.270041,0.248564,0.278950,0.296512,0.294356,0.288697,0.274230,0.221889,0.152953,0.011180,0.014786,0.030339,0.015097,0.020365,0.006134,0.027035,0.011028,0.009586,0.023322,0.012872,0.014376,0.012962,0.006568,0.012691,0.356977,0.042876,0.059762,0.042427,0.026073,0.006264,2.330051,0.904251,0.508957,0.482004,0.332261,0.285640,0.277198,0.297738,0.282858,0.282001,0.252262,0.205783,0.159143,0.009574,0.011022,0.020741,0.013387,0.015708,0.007911,0.022468,0.010102,0.008799,0.016473,0.013266,0.009707,0.013954,300.000000,0.089888,HighControl_PosValence
0.030082,0.029174,3.181334,0.101416,0.163455,0.040577,0.028480,0.039296,-28.497639,1.475521,-1.933291,-0.458350,-0.011923,0.232517,0.208368,-0.083293,-0.052859,0.023103,-0.036928,-0.040853,0.020045,0.002200,0.001928,0.053551,0.005246,0.014479,0.006101,0.020082,0.026010,0.004898,0.019785,0.003461,0.022842,0.042060,-0.000078,-0.000000,0.002434,-0.000263,-0.000176,-0.000367,-0.000002,0.000031,0.013760,0.000528,-0.002071,-0.001992,-0.002097,-0.000824,0.001100,0.001406,0.000101,-0.001033,-0.000315,-0.000160,-0.000293,-0.000001,0.000001,0.000335,0.000006,-0.000135,-0.000000,-0.000287,-0.000000,-0.000000,-0.000001,-0.000016,0.000000,0.000018,0.005666,0.021995,0.329670,0.033136,0.047390,0.028700,0.041734,0.007738,2.765846,0.740008,0.497413,0.334393,0.316787,0.279875,0.300099,0.348293,0.312828,0.311282,0.287355,0.199570,0.134365,0.003285,0.002833,0.032324,0.007260,0.016359,0.007286,0.032400,0.028371,0.006597,0.025072,0.005690,0.024090,0.020000,0.006400,0.014792,0.425658,0.040162,0.057439,0.030446,0.051079,0.006131,2.530466,0.918075,0.513126,0.377588,0.318058,0.270054,0.275941,0.271376,0.254485,0.250601,0.244313,0.193645,0.141772,0.002693,0.003273,0.020510,0.008964,0.016171,0.007395,0.035892,0.027318,0.007922,0.020016,0.007225,0.017191,0.019506,200.000000,0.079818,HighControl_PosValence
0.029319,0.011154,3.219276,0.101703,0.166086,0.123427,0.003279,0.038344,-26.698019,2.481702,-0.100213,0.178488,-0.119358,-0.035217,0.114231,0.445126,-0.141270,-0.232526,-0.035009,0.114332,-0.035265,0.050560,0.012405,0.028600,0.016235,0.030625,0.012014,0.047469,0.001847,0.002630,0.006091,0.012417,0.009779,0.030381,-0.000382,-0.000000,-0.001430,-0.000402,0.000023,-0.001235,0.000119,-0.000439,0.025343,0.011071,-0.003416,0.000253,-0.015733,-0.000391,-0.002541,-0.007384,0.001523,-0.001763,-0.003171,-0.008464,0.005995,0.000463,0.000032,-0.000591,-0.000083,-0.001651,0.000293,0.000563,-0.000046,0.000127,0.000031,0.000391,0.000146,-0.000298,0.007722,0.009734,0.120412,0.030381,0.038110,0.068014,0.004435,0.011675,1.686077,0.332433,0.254280,0.269410,0.255516,0.192909,0.269767,0.290047,0.243889,0.219956,0.190315,0.197760,0.179783,0.040213,0.016921,0.018566,0.015861,0.013634,0.007078,0.027690,0.001383,0.002466,0.003796,0.007791,0.006594,0.010636,0.006081,0.007190,0.165034,0.030794,0.044680,0.057910,0.006017,0.010362,1.049001,0.308509,0.212225,0.218957,0.225741,0.205841,0.238002,0.289844,0.226866,0.203434,0.232200,0.237532,0.171231,0.026968,0.008945,0.010649,0.010673,0.012669,0.005741,0.018755,0.000994,0.003038,0.003487,0.007086,0.004159,0.007395,240.000000,0.080357,HighControl_PosValence
0.040424,0.010649,3.145018,0.143373,0.199380,0.192802,0.003700,0.038653,-28.765868,2.409227,-0.143452,0.132659,-0.134193,-0.083838,-0.055036,0.319501,0.002154,0.062668,0.039157,-0.028667,-0.157797,0.024697,0.034511,0.049243,0.006139,0.017364,0.007075,0.067749,0.001856,0.004547,0.009459,0.020002,0.014555,0.037597,-0.000067,0.000000,0.000241,-0.000093,0.000007,-0.001610,0.000006,-0.000357,0.002516,0.003195,-0.000106,0.001721,-0.000514,0.000212,-0.001012,-0.000740,0.001651,0.000178,0.000088,-0.002614,0.000389,0.000042,0.000002,0.000067,0.000015,0.000001,0.000003,-0.000202,-0.000082,-0.000001,0.000093,-0.000016,0.000004,-0.000031,0.010709,0.008723,0.128639,0.033092,0.034266,0.105753,0.005764,0.018144,1.808922,0.448701,0.299658,0.295106,0.240771,0.278397,0.256906,0.304874,0.254895,0.226007,0.213405,0.225458,0.220882,0.022437,0.029973,0.022453,0.006895,0.011330,0.006109,0.032081,0.002247,0.005339,0.008500,0.014903,0.011435,0.013418,0.010493,0.006500,0.174389,0.028393,0.032450,0.089744,0.007436,0.018558,1.189936,0.352503,0.264079,0.280363,0.255617,0.256663,0.228218,0.260989,0.234466,0.223021,0.198725,0.211582,0.196623,0.018803,0.014761,0.021473,0.007432,0.009695,0.003792,0.021825,0.001777,0.005232,0.007803,0.013354,0.006028,0.009210,200.000000,0.111650,HighControl_PosValence
0.029708,0.013796,3.197311,0.098565,0.161583,0.146686,0.003380,0.040327,-26.046883,2.504742,-0.070403,0.195395,-0.077533,-0.067854,0.127582,0.372566,-0.199377,-0.250146,-0.071907,0.167902,-0.009909,0.042862,0.003719,0.020248,0.008306,0.030733,0.009280,0.038616,0.002776,0.002979,0.009048,0.033690,0.013344,0.025284,-0.000033,-0.000000,0.000264,-0.000246,0.000017,-0.002737,0.000013,-0.000431,0.002556,0.009921,0.001228,0.000619,-0.002875,-0.001905,-0.000783,-0.000491,-0.000440,-0.000275,0.002173,-0.002102,0.000439,0.000016,0.000002,-0.000285,0.000002,0.000094,0.000006,-0.000368,-0.000126,0.000030,0.000150,0.000059,0.000093,-0.000126,0.008331,0.010391,0.135508,0.031813,0.038433,0.080050,0.003945,0.011552,1.752629,0.281667,0.244707,0.234757,0.248943,0.180703,0.272304,0.298304,0.283523,0.286515,0.180944,0.214232,0.169130,0.029985,0.003313,0.014747,0.006287,0.019511,0.008111,0.028623,0.002646,0.003734,0.006709,0.020809,0.009535,0.010017,0.007055,0.007986,0.190898,0.030862,0.044229,0.069374,0.005243,0.011815,1.088666,0.263791,0.212588,0.249278,0.278264,0.223464,0.229530,0.276137,0.222475,0.221355,0.207588,0.217808,0.165927,0.024021,0.002595,0.012066,0.005307,0.013403,0.005904,0.015623,0.002204,0.004380,0.006085,0.013867,0.006445,0.007755,120.000000,0.119122,HighControl_PosValence
0.033697,0.018934,3.161407,0.114874,0.176426,0.166313,0.003130,0.037459,-26.793863,2.461795,0.011852,0.157134,-0.120103,-0.045323,0.001094,0.363461,-0.213082,-0.161324,-0.069997,0.079290,-0.024554,0.046446,0.004546,0.030098,0.008339,0.034903,0.012768,0.062746,0.002081,0.004154,0.006083,0.014284,0.009236,0.028151,0.000199,-0.000001,-0.003038,0.000553,0.000391,-0.001064,-0.000004,-0.000233,-0.031895,0.001791,0.001396,-0.001326,-0.003854,-0.002803,-0.001136,0.002543,0.005183,0.003815,0.005717,-0.002098,0.001223,-0.000146,-0.000003,0.000517,-0.000005,-0.000130,-0.000007,0.000372,-0.000056,0.000006,-0.000046,-0.000042,0.000014,0.000109,0.010505,0.019656,0.189333,0.041754,0.047776,0.087070,0.003776,0.010206,3.079407,0.330641,0.253834,0.249640,0.214472,0.204423,0.261533,0.284304,0.279364,0.279241,0.186714,0.212298,0.157975,0.034411,0.004310,0.025797,0.006016,0.016879,0.009439,0.039726,0.001889,0.004613,0.004967,0.009806,0.007332,0.010166,0.007629,0.013745,0.259097,0.032939,0.045378,0.064610,0.004971,0.010042,1.833677,0.276320,0.212726,0.262028,0.225342,0.200629,0.236582,0.224764,0.197746,0.211447,0.187330,0.188970,0.165938,0.022358,0.003775,0.015279,0.005600,0.011569,0.006614,0.027638,0.001922,0.004794,0.005878,0.008649,0.006154,0.007275,120.000000,0.105263,HighControl_PosValence
0.023090,0.018758,3.211808,0.099497,0.169130,0.074438,0.004602,0.027238,-27.145390,2.880632,0.074754,0.407351,-0.063036,0.354119,-0.187423,-0.015688,0.119003,0.299822,-0.137075,-0.036916,0.122443,0.022188,0.004025,0.035186,0.004284,0.027964,0.018020,0.044887,0.001517,0.005058,0.021102,0.067534,0.013844,0.039511,0.000025,-0.000000,0.002363,0.000215,0.000143,0.000141,0.000001,-0.000008,-0.008477,0.000005,0.001903,0.001099,0.001463,0.000724,-0.000305,0.000067,0.000431,-0.000322,0.000384,0.000364,0.000378,-0.000019,-0.000009,0.000116,-0.000011,0.000044,-0.000030,0.000065,-0.000002,-0.000030,-0.000013,0.000001,-0.000015,0.000026,0.007200,0.016946,0.073545,0.025701,0.035247,0.033949,0.003742,0.009046,1.030535,0.357117,0.268072,0.275143,0.277504,0.231453,0.207981,0.226372,0.217708,0.218173,0.201862,0.184396,0.178775,0.016858,0.004898,0.024284,0.004113,0.016807,0.011798,0.021470,0.001552,0.004109,0.014518,0.033941,0.011221,0.008918,0.006410,0.011129,0.075860,0.027963,0.041502,0.033777,0.004571,0.007651,0.631800,0.331822,0.255150,0.264867,0.232983,0.248424,0.218500,0.241560,0.215008,0.223752,0.197860,0.202773,0.195940,0.014367,0.003865,0.017743,0.003454,0.010770,0.008576,0.018898,0.001360,0.003128,0.011568,0.025094,0.008577,0.008081,300.000000,0.087094,HighControl_PosValence
0.028064,0.017345,3.204301,0.098257,0.160791,0.112612,0.006339,0.035472,-26.147125,2.532702,-0.026459,0.353013,-0.122648,0.261611,-0.203996,-0.107709,-0.012233,0.151632,-0.385159,-0.144793,0.079756,0.019424,0.008109,0.044729,0.020538,0.028285,0.013864,0.029961,0.002548,0.004807,0.021606,0.052256,0.007695,0.037906,0.000008,0.000000,-0.000059,0.000002,0.000010,-0.000459,0.000004,-0.000044,-0.001467,-0.000118,0.001079,0.001724,-0.000706,0.000082,0.000611,0.000570,0.000188,-0.000714,-0.000015,-0.000305,0.000313,-0.000001,0.000000,-0.000161,-0.000000,0.000013,-0.000034,0.000225,-0.000008,-0.000002,-0.000000,-0.000005,-0.000003,0.000008,0.008563,0.013169,0.095126,0.023435,0.034075,0.063379,0.004670,0.013012,1.084409,0.515023,0.346375,0.283779,0.320260,0.256740,0.233212,0.219224,0.239875,0.249614,0.267754,0.270743,0.253114,0.018849,0.012590,0.040733,0.019397,0.023780,0.016870,0.022636,0.003139,0.004543,0.019345,0.046944,0.008555,0.010700,0.008946,0.010367,0.119758,0.028127,0.041916,0.064436,0.006011,0.014148,0.847877,0.470553,0.335953,0.303766,0.298676,0.277052,0.256026,0.242529,0.237030,0.241618,0.237002,0.228397,0.220754,0.016593,0.009563,0.027721,0.014335,0.018788,0.011880,0.019606,0.003079,0.004176,0.013583,0.031324,0.007080,0.010479,240.000000,0.091238,HighControl_PosValence
0.040436,0.015599,3.243593,0.120739,0.167695,0.217389,0.004721,0.054959,-27.014577,1.609891,-0.255085,0.089449,-0.541678,-0.111552,-0.384695,-0.415934,-0.203821,0.096607,-0.031161,0.020219,0.168294,0.004492,0.002727,0.023829,0.008356,0.011440,0.019544,0.027767,0.005470,0.030168,0.031818,0.044769,0.003854,0.038675,-0.000041,-0.000000,0.000276,0.000067,0.000080,-0.000548,0.000000,-0.000043,-0.005020,0.002728,0.000941,-0.000284,0.000269,-0.001135,-0.000564,-0.000722,-0.000084,-0.000220,-0.000384,-0.000461,0.000249,0.000003,-0.000002,0.000003,-0.000005,-0.000006,-0.000020,-0.000121,-0.000002,0.000156,-0.000006,-0.000068,-0.000002,-0.000014,0.011146,0.011413,0.056672,0.022062,0.030138,0.078991,0.004101,0.014476,0.955284,0.475543,0.363954,0.335386,0.305991,0.283258,0.249415,0.225764,0.275855,0.219142,0.243791,0.224867,0.235753,0.004325,0.002574,0.012230,0.007382,0.008182,0.015587,0.014998,0.006360,0.010369,0.019031,0.034938,0.004166,0.009452,0.010807,0.007787,0.069757,0.024693,0.036376,0.069976,0.005222,0.013039,0.644732,0.456538,0.367999,0.350750,0.345217,0.292859,0.292945,0.257658,0.268840,0.235955,0.228363,0.217808,0.213839,0.004676,0.001813,0.011031,0.004659,0.007842,0.010585,0.017441,0.005842,0.007371,0.011679,0.025798,0.003568,0.009220,400.000000,0.137051,HighControl_PosValence
0.034102,0.013821,3.199321,0.111350,0.168897,0.147861,0.006634,0.040938,-27.040786,2.238897,-0.272666,0.100765,-0.345374,0.111399,-0.271969,-0.285845,-0.148182,0.109523,-0.182432,-0.139383,0.082064,0.018730,0.006119,0.046655,0.009854,0.013473,0.024402,0.039533,0.003950,0.006037,0.017842,0.056247,0.009153,0.039671,-0.000035,-0.000000,0.000786,0.000083,-0.000002,0.000135,0.000003,0.000002,0.000327,-0.000615,-0.001189,0.001300,0.000752,0.000596,-0.001622,-0.001459,-0.000524,-0.000783,-0.000069,-0.000155,0.001049,0.000001,-0.000001,-0.000400,0.000001,-0.000093,-0.000001,0.000633,-0.000004,0.000002,0.000002,0.000015,0.000001,0.000101,0.009798,0.010982,0.073910,0.023519,0.032484,0.074161,0.005214,0.014327,0.954805,0.499494,0.350601,0.320433,0.293481,0.256665,0.250272,0.242189,0.268892,0.240545,0.240949,0.249513,0.236093,0.018445,0.006225,0.028758,0.009582,0.013438,0.022565,0.024777,0.004954,0.005415,0.017889,0.037403,0.008726,0.010801,0.009584,0.008273,0.096878,0.027416,0.039962,0.079998,0.006905,0.014435,0.782740,0.467645,0.354579,0.331950,0.310117,0.299566,0.284127,0.269948,0.259510,0.244916,0.233499,0.225539,0.223069,0.016456,0.005192,0.023549,0.008749,0.013535,0.016591,0.025880,0.004769,0.005015,0.013263,0.030414,0.007949,0.011379,240.000000,0.091973,HighControl_PosValence
0.033516,0.013801,3.209234,0.119194,0.181385,0.121393,0.006373,0.035529,-27.785865,2.390634,-0.248309,0.148870,-0.211358,0.116850,-0.211868,-0.180771,-0.057386,0.080264,-0.380622,-0.231086,-0.001208,0.041065,0.004348,0.042270,0.018209,0.020266,0.008777,0.042663,0.003134,0.003791,0.010752,0.044286,0.016305,0.040954,0.000095,0.000000,-0.000470,-0.000041,0.000000,-0.000564,0.000002,-0.000171,0.001125,0.000948,-0.000638,0.000415,-0.000462,0.000743,-0.000242,-0.000533,0.000273,0.000090,0.000436,0.000320,0.000687,-0.000001,-0.000000,-0.000235,0.000002,0.000012,0.000000,0.000218,-0.000008,0.000000,0.000014,0.000010,0.000002,-0.000025,0.010259,0.012537,0.093690,0.025627,0.031512,0.061890,0.005290,0.012263,1.345053,0.499823,0.351095,0.292447,0.268760,0.286023,0.260133,0.266905,0.242983,0.235388,0.256238,0.265035,0.250254,0.028639,0.004912,0.025444,0.017293,0.017842,0.010961,0.024815,0.004061,0.003611,0.007600,0.033244,0.012834,0.008920,0.009539,0.008929,0.123850,0.027994,0.037468,0.060357,0.006730,0.012580,0.857693,0.457481,0.335099,0.310034,0.315913,0.334403,0.312861,0.277082,0.265043,0.250976,0.224098,0.223372,0.215991,0.021984,0.004304,0.025189,0.012665,0.016997,0.010238,0.022686,0.003894,0.003663,0.006887,0.029858,0.011611,0.010260,400.000000,0.098242,HighControl_PosValence
